ZipCode,Population,HouseholdsPerZipCode,WhitePop,BlackPop,HispanicPop,AsianPop,HawaiianPop,IndianPop,MalePop,FemalePop,PersonsPerHousehold,AverageHouseValue,IncomePerHousehold
22971,1735,740,1399,314,32,19,1,17,866,869,2.34,67300,39360
22972,439,181,360,58,33,2,,1,231,208,2.43,92300,48393
22973,6191,2435,5718,381,118,47,6,40,2997,3194,2.49,103500,44926
22974,5385,1622,4146,1147,214,50,7,50,2051,3334,2.57,105000,49306
22976,339,126,309,11,42,1,1,3,165,174,2.61,85800,40625
22980,31451,13139,27787,3107,1569,320,26,274,15142,16309,2.38,97200,37519
22987,,,,,,,,,,,,,
22989,112,37,106,5,1,1,,,58,54,3.03,,51518
23001,,,,,,,,,,,,75000,6250
23002,10439,3938,7919,2382,227,42,8,127,5105,5334,2.62,96500,42092
23003,,,,,,,,,,,,,
23004,851,342,437,416,12,2,,3,413,438,2.47,56100,26667
23005,15227,5770,12162,2746,457,212,17,164,7331,7896,2.43,135600,46358
23009,6279,2333,5388,841,80,42,4,94,3055,3224,2.69,105100,50524
23011,1429,391,993,413,33,10,6,16,894,535,2.48,141000,48750
23014,,,,,,,,,,,,,
23015,4249,1515,3714,494,42,29,3,42,2117,2132,2.77,122100,51026
23018,,,,,,,,,,,,,
23021,345,129,302,41,2,1,,3,172,173,2.67,133100,43472
23022,930,380,476,443,20,7,3,5,456,474,2.45,56000,30769
23023,323,136,281,44,21,2,,2,163,160,2.38,64500,33214
23024,8120,3170,7311,789,152,38,18,94,4035,4085,2.56,106100,43625
23025,233,100,138,98,5,,,4,112,121,2.33,91900,36328
23027,1413,545,1068,333,17,9,,19,688,725,2.59,89800,45662
23030,5128,2103,2224,2684,46,35,8,299,2527,2601,2.44,84600,42716
23031,,,,,,,,,,,,,
23032,283,117,169,113,1,,,1,143,140,2.42,83200,33750
23035,1473,627,1304,164,16,11,,18,708,765,2.35,135300,45327
23038,1775,724,1172,587,22,11,,25,865,910,2.45,82700,32159
23039,1056,437,771,266,35,2,1,9,515,541,2.42,151300,57250
23040,4661,1772,2912,1721,96,23,1,62,2279,2382,2.62,79900,33714
23043,1692,832,1613,57,25,12,,12,844,848,2.03,156700,40043
23045,96,40,96,,,,,,51,45,2.4,98900,51250
23047,1952,745,1502,433,28,14,,24,960,992,2.6,149100,61250
23050,598,238,550,49,12,3,2,5,311,287,2.51,122400,63393
23055,915,337,647,234,61,6,,2,468,447,2.55,87700,34688
23056,458,187,393,62,9,,3,11,244,214,2.44,76000,38977
23058,,,,,,,,,,,,,
23059,31919,11660,23944,3450,865,4671,35,227,15385,16534,2.74,208700,73668
23060,33417,12974,22381,6787,1238,4289,33,240,15973,17444,2.56,135600,60564
23061,21208,7967,18667,2327,554,259,25,288,10432,10776,2.62,111500,45710
23062,2340,1041,2155,153,30,33,6,20,1137,1203,2.25,131900,46204
23063,5278,1819,3531,1692,93,52,5,47,2259,3019,2.54,115300,43233
23064,131,68,130,5,1,4,,4,64,67,1.93,88700,37833
23065,1909,757,1574,306,25,23,,12,961,948,2.52,108700,47188
23066,471,218,454,12,8,4,,12,216,255,2.16,103100,55121
23067,,,,,,,,,,,,,
23068,257,119,244,10,1,7,,3,122,135,2.16,158500,52813
23069,3197,988,2081,1091,87,23,4,44,1880,1317,2.54,113200,47083
23070,431,189,409,7,11,3,1,,212,219,2.28,172900,64815
23071,1563,721,1429,127,11,9,,9,769,794,2.17,118400,37411
23072,11541,4606,10512,939,317,156,7,133,5775,5766,2.51,108300,44844
23075,9819,3917,4037,5673,225,67,8,135,4440,5379,2.48,75000,36804
23076,606,258,538,70,3,4,3,4,304,302,2.32,142000,52273
23079,437,167,272,164,8,,,1,229,208,2.62,94200,30938
23081,,,,,,,,,,,,,
23083,1732,675,1231,459,51,4,,12,861,871,2.55,74800,36429
23084,1799,693,1349,428,31,22,1,16,891,908,2.6,88400,40455
23085,364,158,219,144,,3,,4,181,183,2.3,94200,52656
23086,3247,1217,2362,814,65,32,6,136,1627,1620,2.67,110600,52772
23089,4914,1962,4197,655,128,57,7,141,2494,2420,2.5,120900,44295
23090,,,,,,,,,,,,,
23091,309,120,183,126,7,,,3,143,166,2.58,163400,38438
23092,584,217,413,165,14,1,,8,287,297,2.4,97800,27188
23093,12694,4888,9434,3218,316,101,4,118,6195,6499,2.56,89900,36739
23102,2659,1040,2183,432,48,37,4,17,1308,1351,2.56,146400,64492
23103,4634,1870,4151,382,98,74,7,25,2273,2361,2.48,204100,80164
23105,,,,,,,,,,,,,
23106,976,371,772,190,20,7,,12,484,492,2.63,93200,41875
23107,,,,,,,,,,,,,
23108,161,65,147,12,6,2,,4,78,83,2.48,107500,42404
23109,1821,780,1667,141,29,8,1,26,829,992,2.26,121400,42196
23110,794,338,653,131,13,4,,12,400,394,2.35,83700,30568
23111,36490,13762,32496,3161,827,714,33,345,17569,18921,2.64,130700,55425
23112,46982,17536,38396,6519,2016,2160,75,441,22608,24374,2.68,127700,63519
23113,23848,9014,21324,1423,565,1218,11,119,11524,12324,2.65,187900,84460
23114,17449,6379,14811,1540,506,1215,18,128,8217,9232,2.73,,
23115,146,53,92,52,,,,4,65,81,2.75,95000,55694
23116,27228,9489,25001,1612,464,580,19,187,13458,13770,2.87,171600,74319
23117,9141,3676,7655,1482,179,68,18,103,4571,4570,2.49,107900,43827
23119,295,138,294,,1,,1,2,146,149,2.14,150600,37143
23120,5971,1854,5345,455,136,205,14,23,2989,2982,3.22,158300,69412
23123,1860,756,1123,723,40,4,,13,926,934,2.46,74700,31781
23124,3185,1135,2706,404,63,63,4,71,1606,1579,2.73,144800,54474
23125,223,106,219,2,3,1,,,108,115,2.1,101300,28214
23126,534,201,270,257,11,4,,14,253,281,2.66,76300,30536
23127,,,,,,,,,,,,,
23128,1045,424,889,156,5,8,,6,521,524,2.42,134200,53672
23129,374,133,321,49,18,4,,,184,190,2.81,170000,56607
23130,268,120,261,2,1,1,,6,128,140,2.23,105900,52639
23131,,,,,,,,,,,,,
23138,953,399,857,88,13,4,,10,489,464,2.38,115500,35909
23139,24425,8849,21531,2689,417,173,23,200,12316,12109,2.72,128000,51886
23140,5175,2006,3312,1471,101,72,3,445,2565,2610,2.58,89800,43309
23141,6471,2464,5768,620,114,63,2,115,3174,3297,2.62,125000,62127
23146,3093,1148,2791,258,46,61,,22,1557,1536,2.68,153400,66475
23147,,,,,,,,,,,,,
23148,1827,720,1101,703,37,6,,41,913,914,2.54,78600,33304
23149,3190,1175,2449,715,72,13,4,48,1679,1511,2.45,96500,41065
23150,12045,4928,9293,2520,343,149,8,148,5764,6281,2.44,100500,47038
23153,1334,482,1023,293,31,14,,5,693,641,2.77,93100,37176
23154,,,,,,,,,,,,,
23155,,,,,,,,,,,,,
23156,1555,650,1096,442,68,10,,35,770,785,2.39,75200,35375
23160,2708,,863,1833,63,8,,,2704,4,,,
23161,173,76,110,58,1,,,7,95,78,2.28,90600,34643
23162,,,,,,,,,,,,,
23163,220,108,187,39,,,,,101,119,2.04,150000,60417
23168,6115,2234,4836,1157,239,160,12,65,2961,3154,2.74,126500,45633
23169,1325,564,1024,298,22,6,2,16,632,693,2.35,138300,32177
23170,,,,,,,,,,,,,
23173,2820,33,2392,225,149,207,2,12,1243,1577,2.15,,
23175,1907,893,1453,440,26,14,,17,896,1011,2.12,128300,43750
23176,656,268,609,50,12,3,1,9,327,329,2.45,106000,32159
23177,616,277,402,194,13,1,1,22,313,303,2.22,89800,46989
23178,,,,,,,,,,,,65000,50375
23180,441,174,358,81,4,2,,7,220,221,2.53,93400,40417
23181,5426,2070,4214,1006,212,94,2,162,2600,2826,2.59,96100,44286
23183,,,,,,,,,,,,,
23184,,,,,,,,,,,,300000,15313
23185,46370,17267,36630,7460,2575,2037,75,482,22260,24110,2.42,182800,52231
23186,,,,,,,,,,,,,
23187,267,,225,20,20,28,,1,134,133,,,
23188,38733,15762,31802,5694,1575,1368,95,362,18528,20205,2.43,150600,55502
23190,,,,,,,,,,,,,
23192,7067,2543,6039,1007,91,39,,70,3531,3536,2.78,148300,58079
23218,,,,,,,,,,,,,
23219,3781,1749,1541,1926,138,325,6,40,2078,1703,1.63,64000,11306
23220,35545,15146,20686,12254,1238,2922,68,323,17266,18279,1.99,94200,26557
23221,13680,7264,11906,1343,419,402,14,107,6665,7015,1.88,161500,39943
23222,24563,9456,2836,21538,455,259,23,289,11325,13238,2.58,68300,29570
23223,47677,19259,8004,39034,1208,649,40,518,22238,25439,2.38,76900,27936
23224,33461,12714,5659,24022,5120,399,99,396,16147,17314,2.59,63000,27132
23225,39169,18085,16861,19602,3772,896,91,440,18234,20935,2.13,92200,35101
23226,15805,6999,14070,943,633,661,12,77,7505,8300,2.25,142100,50519
23227,24440,11615,10846,13016,710,514,25,200,10889,13551,2.04,111700,36568
23228,34198,14962,21221,9761,3845,1669,50,377,16396,17802,2.21,91600,38285
23229,32283,12919,27620,2667,2011,1507,33,192,15397,16886,2.5,150000,57251
23230,5852,2739,4303,778,515,546,14,78,2824,3028,2.09,94400,36083
23231,34685,13428,13143,21126,834,364,31,538,16087,18598,2.58,96000,43600
23232,,,,,,,,,,,,,
23233,28908,11424,23916,1781,921,3410,26,122,13845,15063,2.52,174400,67917
23234,42989,15461,13907,22702,8487,1379,88,577,20816,22173,2.77,86200,40522
23235,30165,12566,23330,5386,1724,1113,40,282,14233,15932,2.36,125500,56989
23236,25822,9818,18870,5496,1439,1119,40,308,12433,13389,2.62,122500,64847
23237,21192,7843,14216,5028,2958,463,61,328,10321,10871,2.7,89700,49504
23238,25134,10879,20839,2983,929,1264,30,146,11381,13753,2.27,,
23241,,,,,,,,,,,,,
23242,,,,,,,,,,,,,
23249,,,,,,,,,,,,,
23250,,,,,,,,,,,,,
23255,,,,,,,,,,,,,
23260,,,,,,,,,,,,,
23261,,,,,,,,,,,,,
23269,,,,,,,,,,,,,
23273,,,,,,,,,,,,,
23274,,,,,,,,,,,,,
23276,,,,,,,,,,,,,
23278,,,,,,,,,,,,,
23279,,,,,,,,,,,,,
23282,,,,,,,,,,,,,
23284,,,,,,,,,,,,,
23285,,,,,,,,,,,,,
23286,,,,,,,,,,,,,
23288,,,,,,,,,,,,,
23289,,,,,,,,,,,,,
23290,,,,,,,,,,,,,
23291,,,,,,,,,,,,,
23292,,,,,,,,,,,,,
23293,,,,,,,,,,,,,
23294,17558,7822,10200,3610,1516,3281,26,164,8548,9010,2.24,108700,43525
23295,,,,,,,,,,,,,
23297,,,,,,,,,,,,,
23298,,,,,,,,,,,,,
23301,1831,642,1035,650,447,13,9,13,989,842,2.7,88200,32372
23302,155,60,131,21,8,4,,3,73,82,2.58,,33462
23303,741,316,481,257,9,4,,18,369,372,2.34,85200,28304
23304,71,33,71,,2,,,,38,33,2.15,133800,89197
23306,1088,438,856,213,47,4,2,2,524,564,2.45,97300,38348
23307,769,301,241,510,28,2,,5,361,408,2.55,80600,19702
23308,2106,811,1421,490,342,15,5,15,1066,1040,2.6,58400,24956
23310,4736,2039,2775,1714,459,37,13,25,2243,2493,2.32,77200,28807
23313,78,36,53,24,,3,1,,37,41,2.17,,
23314,6991,2751,5504,1344,173,165,9,80,3460,3531,2.54,152300,58605
23315,1525,606,1293,222,15,12,2,8,749,776,2.52,98500,41563
23316,342,147,192,155,8,,,1,151,191,2.33,48300,11667
23320,51797,20719,32115,16599,2777,3391,106,657,24573,27224,2.48,119200,49816
23321,33653,12120,21428,11060,1028,1413,88,388,15947,17706,2.78,126900,55785
23322,60473,19301,51898,6899,1991,2141,166,527,31048,29425,2.98,151800,65818
23323,35906,12025,21144,13625,1741,1213,69,453,17529,18377,2.97,106000,49350
23324,22851,8638,8307,13931,1395,333,29,311,10458,12393,2.64,74900,27523
23325,17592,6790,9725,7444,774,446,36,207,8522,9070,2.59,93300,42758
23326,,,,,,,,,,,,,
23327,,,,,,,,,,,,,
23328,,,,,,,,,,,,,
23336,2941,1417,2884,44,49,28,,66,1453,1488,2.06,105600,28514
23337,377,163,327,30,19,4,1,4,185,192,2.31,69200,34375
23341,,,,,,,,,,,,,
23345,,,,,,,,,,,,,
23347,671,229,454,174,64,18,,5,398,273,2.19,103100,28250
23350,3403,1528,1976,1345,189,35,2,24,1620,1783,2.21,73100,28983
23354,207,86,191,20,32,,,1,97,110,2.41,224000,70625
23356,1246,562,1156,75,26,12,7,12,602,644,2.22,83300,34773
23357,776,265,358,262,298,2,2,16,398,378,2.93,67300,31324
23358,152,67,147,5,2,,,1,71,81,2.27,58300,33125
23359,776,288,501,233,81,5,1,4,386,390,2.69,43500,27232
23389,137,67,127,10,1,,,,59,78,2.04,85000,52344
23395,645,311,353,277,18,4,2,10,308,337,2.07,53800,24261
23396,,,,,,,,,,,,,
23397,,,,,,,,,,,,,
23398,153,78,137,16,,,,,72,81,1.96,,
23399,,,,,,,,,,,,,
23401,212,81,151,52,3,,,11,100,112,2.52,62500,19750
23404,,,,,,,,,,,,112500,13250
23405,973,439,655,275,68,1,4,9,478,495,2.22,105600,35278
23407,411,141,205,168,100,5,2,4,200,211,2.87,70900,18875
23408,77,41,64,9,6,,,,36,41,1.88,,
23409,84,36,76,9,2,,,2,43,41,2.33,30400,27250
23410,2015,829,1258,713,99,14,7,19,949,1066,2.43,71200,29340
23412,,,,,,,,,,,,,
23413,840,344,453,379,19,7,,6,362,478,2.08,70400,24345
23414,100,42,72,25,15,1,2,,47,53,2.38,,
23415,1893,779,1039,823,52,27,6,22,928,965,2.43,71100,25742
23416,356,147,234,116,15,,6,6,174,182,2.42,24400,16250
23417,4047,1834,2863,1110,120,29,1,38,1900,2147,2.19,94700,36389
23418,863,355,547,253,78,10,,12,420,443,2.43,85000,38333
23419,,,,,,,,,,,,,
23420,2376,942,844,1438,202,10,,19,1125,1251,2.49,67000,26204
23421,4255,1643,2401,1431,712,36,13,38,2045,2210,2.47,71100,30423
23422,278,107,224,39,9,4,,3,137,141,2.6,,
23423,344,176,317,23,10,,,3,158,186,1.95,66800,33125
23424,,,,,,,,,,,,,
23426,225,101,192,24,13,1,,,100,125,2.23,47500,30417
23427,243,118,242,3,,,,3,117,126,2.06,40500,18125
23429,,,,,,,,,,,,,
23430,17281,6664,11961,5175,304,211,19,175,8347,8934,2.57,134800,46039
23431,,,,,,,,,,,,,
23432,1538,622,995,538,20,21,,15,753,785,2.47,184100,54773
23433,1218,510,1130,59,29,29,3,3,606,612,2.39,209400,75966
23434,47670,17510,22838,24291,1138,647,54,421,22800,24870,2.66,93100,35211
23435,27053,9529,15424,10651,1120,1164,64,265,12932,14121,2.83,138000,52036
23436,942,354,734,189,17,28,,7,464,478,2.66,140700,50156
23437,4283,1651,3108,1163,70,30,2,47,2107,2176,2.59,97100,43229
23438,1818,673,1481,340,21,12,1,22,900,918,2.68,78800,37614
23439,,,,,,,,,,,,,
23440,727,324,720,9,2,3,,1,372,355,2.24,60600,28365
23441,171,68,92,73,11,,,,78,93,2.51,17500,8571
23442,1059,421,551,471,53,2,,10,520,539,2.48,73800,33264
23443,,,,,,,,,,,,,
23450,,,,,,,,,,,,,
23451,41544,19576,35331,4699,2366,1216,119,489,20577,20967,2.11,214500,45014
23452,59321,22599,43231,12698,4394,3467,205,809,28738,30583,2.6,109700,45984
23453,35960,12048,20765,10913,3118,4481,146,473,17597,18363,2.98,,
23454,60283,23044,49130,8483,3972,2807,204,743,29258,31025,2.57,137200,48943
23455,47938,19072,37319,7472,2970,3083,169,587,24125,23813,2.38,141100,48841
23456,51748,16574,37912,8902,2973,5615,200,421,25929,25819,3.04,131000,55124
23457,4289,1565,3980,260,74,73,8,54,2140,2149,2.74,170500,54950
23458,,,,,,,,,,,,,
23459,1091,259,708,348,190,33,17,18,563,528,3.65,,33250
23460,1201,,702,429,78,54,10,10,1001,200,,,
23461,287,,179,95,18,12,2,4,231,56,,,46250
23462,61973,24396,35956,21785,4612,4226,259,886,29433,32540,2.5,95000,41298
23463,,,,,,,,,,,,,
23464,72359,25956,45964,18127,4222,8839,240,837,34849,37510,2.77,119100,53486
23465,,,,,,,,,,,,,
23466,,,,,,,,,,,,,
23467,,,,,,,,,,,,,
23471,,,,,,,,,,,,,
23479,,,,,,,,,,,,,
23480,328,167,259,69,7,,,3,162,166,1.96,80400,37375
23482,,,,,,,,,,,,,
23483,,,,,,,,,,,,,
23486,140,55,135,5,1,,,1,74,66,2.55,,
23487,6298,2451,4844,1378,117,59,6,70,3088,3210,2.53,111000,41239
23488,201,79,65,132,,5,,3,93,108,2.54,33600,22143
23501,,,,,,,,,,,,,
23502,20678,7897,8473,11141,1270,974,59,247,9844,10834,2.56,91500,37431
23503,30856,13387,21714,7745,2477,1256,150,589,15425,15431,2.29,90800,33605
23504,23483,7792,1822,21547,630,206,59,224,10346,13137,2.67,72400,15779
23505,28503,12073,16447,10352,2329,1523,122,476,13982,14521,2.3,98200,31275
23506,,,,,,,,,,,,,
23507,25818,3278,17990,5949,2780,1285,172,481,19604,6214,1.91,212900,45899
23508,20263,6201,11959,7295,767,1242,68,204,10212,10051,2.58,132500,33618
23509,12817,4991,5793,6669,685,268,19,219,6190,6627,2.53,79200,35101
23510,7031,2986,3058,3806,134,202,6,46,3852,3179,1.83,263300,27500
23511,2457,133,1753,527,296,100,34,60,1832,625,3.53,,
23512,,,,,,,,,,,,,
23513,29595,11376,9655,18061,2034,1651,116,487,14189,15406,2.6,75300,31202
23514,,,,,,,,,,,,,
23515,,,,,,,,,,,,,
23517,4484,2264,2862,1519,186,163,4,57,2298,2186,1.95,137800,31530
23518,28095,11448,18581,7419,2275,1799,85,415,13876,14219,2.45,95200,36428
23519,,,,,,,,,,,,,
23520,,,,,,,,,,,,,
23521,,,,,,,,,,,,112500,36528
23523,7793,2659,328,7424,172,47,10,71,3398,4395,2.91,64700,17086
23529,,,,,,,,,,,,,
23541,,,,,,,,,,,,,
23551,930,,581,280,109,22,7,18,749,181,,,
23601,25127,10693,16213,8231,1256,722,68,393,12063,13064,2.31,92600,36257
23602,39676,15825,23379,14101,3209,2242,140,660,18871,20805,2.48,105200,43350
23603,3899,1361,2389,1355,408,145,35,77,2043,1856,2.6,89100,36613
23604,5720,837,4003,1341,845,256,109,163,3757,1963,3.79,65000,31441
23605,13854,6236,5863,7628,732,271,39,203,6641,7213,2.22,73500,30457
23606,29283,11538,21358,6299,2519,934,74,315,14152,15131,2.3,123800,40344
23607,24519,9373,3103,21344,629,212,39,402,11564,12955,2.5,63400,19160
23608,42917,16506,19980,20236,4279,2544,205,684,20315,22602,2.59,100500,41591
23609,,,,,,,,,,,,,
23612,,,,,,,,,,,,,
23628,,,,,,,,,,,,,
23630,,,,,,,,,,,,,
23651,696,278,522,151,71,18,6,7,360,336,2.5,75000,38750
23661,14113,5747,4662,9311,450,244,30,285,6830,7283,2.41,78900,36156
23662,12150,4525,11717,109,221,335,14,89,5997,6153,2.67,153400,60920
23663,14495,5381,6199,8084,680,387,36,263,6972,7523,2.64,75100,33653
23664,10194,4303,7620,2352,458,214,19,159,4987,5207,2.37,97600,44320
23665,5120,1218,3749,1136,553,260,52,115,2799,2321,3.54,102900,38926
23666,49825,20952,21150,26890,2314,2108,165,691,23720,26105,2.35,96700,42263
23667,,,,,,,,,,,,,
23668,,,,,,,,,,,,,
23669,43148,16605,19622,22481,1934,1224,114,687,20280,22868,2.44,95800,38171
23670,,,,,,,,,,,,,
23681,,,,,,,,,,,,,
23690,3032,1090,1523,1430,199,85,16,42,1497,1535,2.56,92200,25990
23691,127,34,81,36,13,5,,,65,62,3.74,,54821
23692,18846,7418,16656,1334,609,898,51,129,9099,9747,2.53,147900,62379
23693,23292,8404,18101,3068,957,2397,78,256,11463,11829,2.77,169900,68482
23694,,,,,,,,,,,,,
23696,3669,1391,3475,112,87,84,1,18,1783,1886,2.64,165600,64392
23701,25161,9636,11133,13507,753,300,70,316,12326,12835,2.45,79100,36188
23702,11424,4451,5440,5818,435,184,43,174,5478,5946,2.56,66200,30518
23703,25739,9972,12925,12403,876,697,68,334,12272,13467,2.54,105400,44375
23704,18716,7464,4246,14360,430,165,42,206,8956,9760,2.37,65900,25228
23705,,,,,,,,,,,,,
23707,14236,5801,7696,6324,391,234,21,202,6688,7548,2.43,79500,29225
23708,181,,96,64,27,12,1,6,148,33,,,
23709,78,,50,23,7,3,,3,65,13,,,
23801,3393,810,1577,1574,564,124,91,77,1672,1721,3.88,73800,36325
23803,40542,15640,13884,25891,1520,330,44,338,19266,21276,2.48,72900,31199
23804,,,,,,,,,,,,,
23805,19490,8048,7627,11576,511,338,40,164,9099,10391,2.34,88400,42601
23806,2251,,59,2219,68,12,8,27,837,1414,,,
23821,1597,671,720,868,19,7,,12,752,845,2.38,73800,29474
23822,,,,,,,,,,,,,
23824,7214,2896,4155,2836,339,43,2,73,3451,3763,2.43,72000,29283
23827,1443,585,708,729,29,6,,11,711,732,2.47,69600,31458
23828,395,149,210,180,8,1,,,183,212,2.65,79500,26583
23829,2622,486,1319,1296,16,3,,16,1854,768,2.55,72700,36125
23830,1491,596,1114,372,13,14,1,7,723,768,2.5,101500,41029
23831,33079,12504,23515,7826,2360,1139,74,360,15962,17117,2.64,125300,56807
23832,33739,11468,23176,8973,1997,1109,66,417,16294,17445,2.85,113200,61738
23833,2297,893,1945,343,28,13,,10,1134,1163,2.57,97100,42000
23834,25612,10217,19387,5177,1053,965,55,244,12026,13586,2.49,97300,45496
23836,11444,4179,8274,2189,589,908,26,86,5662,5782,2.74,121600,62604
23837,4298,1676,2706,1602,38,16,7,43,2098,2200,2.46,89000,35889
23838,15341,5362,13292,1778,333,330,14,119,7646,7695,2.86,178300,73963
23839,741,289,381,354,16,6,,9,355,386,2.56,61200,40429
23840,1858,693,1407,446,19,8,,16,897,961,2.68,79700,50026
23841,3479,1334,2244,1215,56,26,2,23,1732,1747,2.56,93000,53281
23842,6906,2580,5364,1494,152,63,13,56,3447,3459,2.66,113200,54199
23843,654,286,393,251,13,1,,3,324,330,2.28,105800,32763
23844,788,313,307,475,10,1,,9,360,428,2.52,63600,26607
23845,356,163,267,91,8,,,1,179,177,2.18,187500,36000
23846,933,354,562,372,3,1,1,7,465,468,2.64,90300,41369
23847,16962,5402,6118,10640,411,105,14,81,9844,7118,2.45,68600,31389
23850,1051,423,737,306,20,1,,10,510,541,2.48,83200,32850
23851,13715,5545,6631,6980,213,124,11,129,6303,7412,2.45,88500,31879
23856,1033,419,319,700,8,2,,8,476,557,2.47,57400,31696
23857,525,246,430,83,12,6,,2,260,265,2.13,148400,39911
23860,31970,10975,18082,12984,2052,463,85,383,17101,14869,2.48,83100,35605
23866,2237,871,1745,476,23,14,1,30,1111,1126,2.57,83900,33558
23867,2189,910,906,1272,30,3,2,14,1003,1186,2.37,66000,28517
23868,7367,2117,2177,5124,149,32,11,33,4273,3094,2.45,66900,29366
23870,,,,,,,,,,,,,
23872,2376,922,1593,786,27,3,3,15,1199,1177,2.55,74100,39643
23873,,,,,,,,,,,,,
23874,1004,406,575,422,10,,,3,511,493,2.47,69800,38750
23875,10878,4247,6839,3601,637,353,30,149,5250,5628,2.56,121500,49182
23876,456,194,250,209,3,1,,8,235,221,2.35,77300,36458
23878,1118,440,838,266,18,4,,17,549,569,2.54,83800,33269
23879,679,283,384,295,5,,,4,332,347,2.4,52500,28750
23881,2176,907,1132,1025,31,15,,23,1095,1081,2.4,90600,35921
23882,2516,1043,1077,1417,50,13,4,22,1216,1300,2.41,74400,31755
23883,2551,999,1273,1286,26,15,1,19,1254,1297,2.55,97600,37917
23884,93,4,21,71,,,,1,80,13,1.5,,
23885,2807,1074,2052,713,50,23,,16,1400,1407,2.59,107700,51895
23887,574,266,395,177,7,1,,1,295,279,2.16,139100,41927
23888,2275,946,1230,1013,31,23,5,11,1115,1160,2.4,72100,28125
23889,581,228,180,401,6,,,4,283,298,2.55,71900,40750
23890,4249,1669,1816,2334,158,26,,23,2055,2194,2.46,73000,32545
23891,2358,1,505,1816,38,8,,1,2357,1,2,,
23893,454,189,221,229,,,,4,222,232,2.4,74800,28542
23894,673,275,516,149,9,,,15,336,337,2.45,109200,60492
23897,595,256,350,241,8,2,,3,311,284,2.32,66000,32303
23898,2223,838,1768,449,19,8,2,8,1101,1122,2.58,116300,50197
23899,351,154,276,69,4,2,1,3,173,178,2.28,90000,36667
23901,16399,6104,10974,5236,376,224,9,114,8310,8089,2.31,94000,30514
23909,2027,,1846,150,55,14,9,7,781,1246,,,
23915,1220,308,657,541,34,4,,4,848,372,2.45,70400,32500
23917,3684,1244,1866,1793,69,16,4,23,2209,1475,2.25,82100,30641
23919,2666,1240,2231,402,50,29,2,30,1311,1355,2.15,119800,37250
23920,3489,1434,1804,1660,62,17,,21,1708,1781,2.43,68500,30724
23921,1991,827,1381,606,16,19,1,16,990,1001,2.32,82300,28627
23922,3785,881,1867,1883,63,27,7,19,2657,1128,2.41,86400,27356
23923,2592,1018,1858,680,53,15,1,35,1337,1255,2.46,81600,30956
23924,6232,2594,3536,2679,87,41,5,45,2891,3341,2.35,61100,25261
23927,4381,1993,3066,1317,59,17,2,27,2076,2305,2.14,96100,36647
23930,5690,2278,3619,1949,223,12,7,55,2668,3022,2.5,70800,32000
23934,681,271,422,254,16,7,,13,325,356,2.49,60800,27727
23936,8212,2389,4729,3459,133,24,7,49,5095,3117,2.5,74200,29167
23937,1970,810,1327,634,43,2,,16,967,1003,2.43,63800,27500
23938,407,173,241,157,15,1,,7,201,206,2.35,51900,19550
23939,,,,,,,,,,,,66000,26875
23941,,,,,,,,,,,,,
23942,1112,454,838,260,20,1,4,10,557,555,2.45,109200,40104
23943,225,38,202,21,14,2,,,184,41,5.63,156300,24375
23944,4261,1789,2343,1690,302,18,6,43,2085,2176,2.37,64200,29190
23947,4293,1801,3161,1083,118,15,,31,2041,2252,2.35,75500,28765
23950,3348,1362,1952,1329,239,17,2,41,1628,1720,2.44,73800,29396
23952,217,84,146,72,,,,6,107,110,2.58,89000,31406
23954,2017,797,1022,991,28,2,,22,967,1050,2.53,92300,30147
23955,,,,,,,,,,,,,
23958,3170,1278,2050,1123,37,5,3,23,1564,1606,2.48,59200,31214
23959,1264,514,955,306,10,3,,15,610,654,2.46,56100,30455
23960,1990,755,1101,879,37,5,,14,935,1055,2.64,82000,36771
23962,670,273,397,268,4,2,,10,321,349,2.45,93300,28472
23963,587,214,338,258,5,,,1,288,299,2.74,68600,35909
23964,1138,470,712,426,21,4,,5,559,579,2.41,76000,28063
23966,2337,915,1349,965,29,19,,34,1176,1161,2.54,78900,31250
23967,1118,455,747,360,37,,,11,552,566,2.46,58100,29087
23968,837,369,506,330,6,,,,407,430,2.27,62100,22143
23970,8254,3489,4757,3340,203,135,8,50,3806,4448,2.33,84700,32186
23974,5012,1636,3000,1998,104,17,8,44,2983,2029,2.34,49800,24628
23976,230,102,172,50,9,,,,117,113,2.25,9999,35156
24001,,,,,,,,,,,,,
24002,,,,,,,,,,,,,
24003,,,,,,,,,,,,,
24004,,,,,,,,,,,,,
24005,,,,,,,,,,,,,
24006,,,,,,,,,,,,,
24007,,,,,,,,,,,,,
24008,,,,,,,,,,,,,
24009,,,,,,,,,,,,,
24010,,,,,,,,,,,,,
24011,219,127,197,17,6,7,,2,109,110,1.51,,
24012,29015,12572,21870,5538,2536,832,40,253,13830,15185,2.27,83800,31691
24013,8684,3124,7321,1191,473,115,14,118,4430,4254,2.55,49600,23402
24014,16570,7575,15332,1067,228,278,17,124,7816,8754,2.17,119100,42416
24015,15255,7248,13578,1294,554,348,25,116,7304,7951,2.1,101200,37314
24016,9047,3942,4661,4196,423,207,14,137,4642,4405,2.05,47900,18869
24017,23392,9715,7090,15975,1093,369,22,145,10874,12518,2.4,69200,26216
24018,36432,15746,33251,1572,890,1716,27,216,17181,19251,2.31,139200,55734
